UserID,Group,Week,Spend,Purchases
318245886,Test,10/06/2014,99.16,11
32571172,Test,10/06/2014,106.09,4
579835054,Control,10/06/2014,5374.32,1
120324568,Test,10/06/2014,87.69,1
229562417,Control,10/06/2014,5.91,1
88831585,Test,10/06/2014,992.62,2
241253116,Test,10/06/2014,15.72,3
109959177,Test,10/06/2014,70.28,1
172694810,Test,10/06/2014,29.13,1
305072904,Test,10/06/2014,133.3,9
169168930,Test,10/06/2014,62.51,2
211059151,Test,10/06/2014,5.83,1
228270249,Control,10/06/2014,8.64,1
136271799,Test,10/06/2014,19.5,1
362266070,Control,10/06/2014,29.21,1
91895012,Test,10/06/2014,29.79,1
144857654,Test,10/06/2014,0,0
31293183,Test,10/06/2014,187.48,2
62027219,Test,10/06/2014,14.69,3
143010069,Test,10/06/2014,33.66,4
166135396,Control,10/06/2014,47.12,7
38728278,Test,10/06/2014,153.6,6
295134973,Control,10/06/2014,19.56,1
12045551,Control,10/06/2014,192.16,3
123876823,Test,10/06/2014,10.64,7
228197124,Test,10/06/2014,13.62,1
69694523,Test,10/06/2014,75.16,2
375908837,Control,10/06/2014,29.6,1
439621863,Test,10/06/2014,6.24,1
270136146,Test,10/06/2014,22.43,2
216450162,Test,10/06/2014,179.7,2
91102605,Test,10/06/2014,54.69,2
100803955,Control,10/06/2014,37,1
276698535,Test,10/06/2014,37.1,2
220826855,Test,10/06/2014,857.94,1
87090482,Test,10/06/2014,218.88,1
135592050,Control,10/06/2014,82.96,3
328616384,Test,10/06/2014,6.91,1
143497334,Control,10/06/2014,117.97,5
167193771,Test,10/06/2014,20.5,1
182425336,Test,10/06/2014,57.31,4
366113764,Test,10/06/2014,28.33,3
623521323,Test,10/06/2014,605.18,1
41794215,Test,10/06/2014,30.61,3
24598149,Test,10/06/2014,125.64,5
13873358,Test,10/06/2014,51.18,20
295004919,Test,10/06/2014,79,1
242042115,Test,10/06/2014,107.55,9
18270366,Control,10/06/2014,0,0
209980202,Control,10/06/2014,16.4,1
692609759,Test,10/06/2014,379.8,1
122455443,Test,10/06/2014,20.2,2
38007315,Test,10/06/2014,143.63,3
166311592,Test,10/06/2014,327.95,1
175942132,Test,10/06/2014,98.35,6
211018279,Control,10/06/2014,62.6,6
104680728,Test,10/06/2014,11.46,1
33156293,Control,10/06/2014,17.52,1
207926242,Test,10/06/2014,15.52,2
187594057,Test,10/06/2014,218.03,4
322334442,Test,10/06/2014,330.45,3
83983701,Test,10/06/2014,109.3,5
56276867,Test,10/06/2014,29.23,4
334534205,Test,10/06/2014,179.95,4
292883107,Control,10/06/2014,32.35,2
124099769,Test,10/06/2014,13.71,2
136273578,Test,10/06/2014,25.42,2
526662259,Control,10/06/2014,271.05,26
408852500,Test,10/06/2014,6844.8,2
32402404,Test,10/06/2014,48.7,2
91529852,Test,10/06/2014,24.46,3
201533832,Test,10/06/2014,101.07,9
123285723,Test,10/06/2014,53.16,2
536390641,Test,10/06/2014,23.38,1
299232638,Test,10/06/2014,0,0
147410258,Test,10/06/2014,20.49,3
57245088,Test,10/06/2014,691.09,18
242880088,Test,10/06/2014,102.73,5
91510421,Test,10/06/2014,67.84,2
221134188,Test,10/06/2014,2132.01,7
356564954,Test,10/06/2014,41.51,2
106456339,Test,10/06/2014,21.42,1
301468272,Test,10/06/2014,49.08,4
67334307,Control,10/06/2014,90.41,4
666201385,Test,10/06/2014,0,0
52788851,Test,10/06/2014,132.86,11
202469206,Test,10/06/2014,1.95,1
209068914,Test,10/06/2014,25.3,2
295162161,Test,10/06/2014,0,0
123759536,Control,10/06/2014,58.25,8
394220012,Control,10/06/2014,1284.04,5
579712702,Test,10/06/2014,97.51,1
286409057,Test,10/06/2014,47.43,2
598261842,Test,10/06/2014,0,0
236374858,Test,10/06/2014,72.08,1
704142652,Test,10/06/2014,55.7,1
562784076,Control,10/06/2014,41.47,1
140890704,Test,10/06/2014,743.3,2
124401787,Test,10/06/2014,24.59,3
70478231,Test,10/06/2014,696.91,10
73869840,Test,10/06/2014,19.72,2
168725864,Test,10/06/2014,93.73,2
668761831,Test,10/06/2014,5.8,3
111539932,Test,10/06/2014,18.71,6
73497076,Test,10/06/2014,60.6,6
451516039,Test,10/06/2014,86.01,23
87603036,Test,10/06/2014,11.69,3
573987339,Test,10/06/2014,1.95,1
169667105,Test,10/06/2014,452.61,2
56492870,Test,10/06/2014,99.58,1
566024444,Test,10/06/2014,86.62,5
94439747,Test,10/06/2014,67.99,5
81644749,Test,10/06/2014,9.82,1
166757142,Control,10/06/2014,286.6,2
23730532,Test,10/06/2014,106.86,6
205647450,Control,10/06/2014,197.88,4
312832923,Control,10/06/2014,17.47,2
141647726,Test,10/06/2014,63.22,1
141333491,Test,10/06/2014,43.44,1
174672458,Control,10/06/2014,100.23,3
95910412,Test,10/06/2014,40.48,5
259952290,Test,10/06/2014,6.82,1
315474494,Test,10/06/2014,69.78,3
285086850,Test,10/06/2014,99,1
161720622,Test,10/06/2014,61.21,10
118423434,Test,10/06/2014,29.5,1
196533313,Test,10/06/2014,3.41,1
164090035,Test,10/06/2014,30.45,3
31286352,Control,10/06/2014,15.59,1
340102052,Test,10/06/2014,134.06,3
85024527,Control,10/06/2014,25.34,3
246082844,Test,10/06/2014,315.88,11
164430338,Test,10/06/2014,65.24,9
10405506,Test,10/06/2014,94.37,4
238924300,Test,10/06/2014,85.01,7
52495150,Test,10/06/2014,178.49,57
113114267,Control,10/06/2014,1.93,1
543273685,Test,10/06/2014,39.23,2
168127597,Test,10/06/2014,283.99,5
191110076,Test,10/06/2014,136.7,9
101408054,Control,10/06/2014,7.88,1
294750419,Test,10/06/2014,124.95,4
202460591,Test,10/06/2014,0,0
462886207,Test,10/06/2014,3.89,2
646592840,Test,10/06/2014,68.72,3
46112313,Test,10/06/2014,150.31,7
304131471,Control,10/06/2014,0,0
464328975,Test,10/06/2014,76.01,2
74944111,Test,10/06/2014,11.79,3
96496515,Test,10/06/2014,36.25,2
63328032,Test,10/06/2014,4.94,1
43010608,Test,10/06/2014,46.92,2
211321214,Test,10/06/2014,126.73,4
65158987,Control,10/06/2014,11.48,1
292114424,Test,10/06/2014,0,0
81511485,Test,10/06/2014,336.28,2
40862792,Control,10/06/2014,171.86,3
59681396,Test,10/06/2014,15.57,1
389975821,Test,10/06/2014,162.63,14
198487563,Test,10/06/2014,216.55,7
86652172,Test,10/06/2014,419.27,10
120049184,Control,10/06/2014,87.26,4
126112526,Test,10/06/2014,115.95,5
184426698,Test,10/06/2014,44.97,2
148579144,Test,10/06/2014,0,0
542459872,Test,10/06/2014,2330.72,14
138907708,Control,10/06/2014,206.85,3
75775022,Control,10/06/2014,72.21,1
63880567,Control,10/06/2014,120.14,4
80472388,Test,10/06/2014,1951.03,4
418910332,Test,10/06/2014,62.54,1
207058096,Control,10/06/2014,58.44,1
54771520,Test,10/06/2014,5.83,1
241994658,Test,10/06/2014,195.5,4
292676355,Test,10/06/2014,104.42,7
64310176,Control,10/06/2014,5557.41,2
58606551,Test,10/06/2014,13.62,2
44636013,Test,10/06/2014,316.34,7
404705560,Control,10/06/2014,6.81,1
202070397,Control,10/06/2014,5.84,1
25514609,Test,10/06/2014,275.52,5
174131824,Control,10/06/2014,30.01,3
530982636,Test,10/06/2014,16.59,1
23395503,Test,10/06/2014,88.21,6
450211466,Test,10/06/2014,102.32,5
153667304,Test,10/06/2014,80.71,3
540774400,Test,10/06/2014,142.48,3
161910818,Test,10/06/2014,42.49,1
215546873,Control,10/06/2014,10.25,1
345321417,Test,10/06/2014,52.75,1
140136948,Test,10/06/2014,15.54,1
229572616,Test,10/06/2014,11.75,1
63417203,Test,10/06/2014,91.49,2
42445454,Test,10/06/2014,76.07,5
209562041,Test,10/06/2014,6.91,1
125126987,Control,10/06/2014,120.18,9
38852391,Control,10/06/2014,176.17,6
169949681,Test,10/06/2014,38.32,3
120383784,Test,10/06/2014,3.88,2
219077190,Test,10/06/2014,57.45,3
197542539,Test,10/06/2014,85.91,2
536685311,Test,10/06/2014,10.82,1
131485697,Test,10/06/2014,58.37,4
51028771,Test,10/06/2014,75.06,2
36127355,Test,10/06/2014,9.86,1
226804261,Test,10/06/2014,6140,2
537492879,Test,10/06/2014,19.45,3
65194253,Test,10/06/2014,43.56,2
158664820,Test,10/06/2014,91.81,9
167924356,Test,10/06/2014,56.37,4
217929459,Control,10/06/2014,0,0
168559507,Test,10/06/2014,515.4,1
85146982,Test,10/06/2014,523.13,4
140659802,Control,10/06/2014,13.32,1
65150202,Test,10/06/2014,19.72,1
159331838,Control,10/06/2014,109.71,3
134169341,Test,10/06/2014,4.32,1
174998772,Test,10/06/2014,56.75,2
66994482,Test,10/06/2014,29.57,2
701139651,Test,10/06/2014,77.51,3
222374522,Test,10/06/2014,116.41,4
30270795,Control,10/06/2014,83.87,3
191803830,Test,10/06/2014,175.1,14
294526135,Control,10/06/2014,185.51,2
21477763,Control,10/06/2014,17.76,1
534825391,Test,10/06/2014,140.34,17
39835939,Test,10/06/2014,301.15,5
63707279,Test,10/06/2014,128.62,4
187945359,Test,10/06/2014,273.07,2
298296682,Test,10/06/2014,9.74,1
148118621,Test,10/06/2014,21.94,1
179916149,Test,10/06/2014,288.91,1
188015841,Test,10/06/2014,10.22,2
379865592,Test,10/06/2014,133.38,7
534873268,Test,10/06/2014,78.47,3
88383804,Test,10/06/2014,1.95,1
594080294,Control,10/06/2014,72.29,1
181476575,Test,10/06/2014,34.52,2
68000199,Test,10/06/2014,79.89,1
446611812,Test,10/06/2014,55.22,2
273651729,Test,10/06/2014,10.86,2
463666167,Test,10/06/2014,252.19,6
180410349,Test,10/06/2014,119.71,2
109884607,Control,10/06/2014,171.46,4
554367535,Control,10/06/2014,653.63,1
85551364,Test,10/06/2014,0,0
81545623,Test,10/06/2014,1085.34,6
273612764,Test,10/06/2014,9.76,1
6061110,Test,10/06/2014,8.69,2
78481058,Test,10/06/2014,107.62,2
142179439,Test,10/06/2014,100.67,12
45082628,Test,10/06/2014,86.93,1
309223433,Test,10/06/2014,73.41,8
147268892,Test,10/06/2014,19.65,4
475356465,Test,10/06/2014,29.23,1
82590322,Test,10/06/2014,144.34,4
73790697,Test,10/06/2014,114.85,3
56569910,Test,10/06/2014,3.93,1
95219888,Test,10/06/2014,19.62,2
196077623,Control,10/06/2014,0,0
540130219,Control,10/06/2014,395.98,14
114666459,Control,10/06/2014,127.83,6
135937599,Test,10/06/2014,27.71,3
147478162,Control,10/06/2014,181.55,6
575708812,Test,10/06/2014,0,0
119383057,Test,10/06/2014,206.54,2
61716200,Test,10/06/2014,80.8,3
296065879,Control,10/06/2014,219.14,7
38609340,Test,10/06/2014,426.41,6
499189100,Test,10/06/2014,1404.4,4
99651458,Control,10/06/2014,0,0
127653372,Control,10/06/2014,0,0
119392160,Test,10/06/2014,59.25,1
537578607,Test,10/06/2014,15.54,1
207267858,Control,10/06/2014,20.74,1
449752083,Test,10/06/2014,29.19,2
30308482,Test,10/06/2014,0,0
77521309,Control,10/06/2014,0.02,1
172903870,Control,10/06/2014,34.6,1
138041837,Test,10/06/2014,142.52,1
422647198,Test,10/06/2014,90.06,3
506911432,Test,10/06/2014,16.57,1
166508685,Test,10/06/2014,24.77,2
306138530,Test,10/06/2014,146.14,1
27571014,Test,10/06/2014,185.86,4
114070904,Test,10/06/2014,83.68,4
98177038,Test,10/06/2014,3483.59,7
140573169,Test,10/06/2014,9.86,1
114575463,Test,10/06/2014,10.39,2
123197993,Control,10/06/2014,122.03,8
304797117,Test,10/06/2014,89.87,2
214928108,Test,10/06/2014,5.26,1
137935849,Control,10/06/2014,61.32,9
280127392,Test,10/06/2014,98.4,1
181867532,Test,10/06/2014,1054.7,1
288205946,Test,10/06/2014,28.57,8
212225400,Test,10/06/2014,45,1
125917907,Control,10/06/2014,132.39,23
544447364,Control,10/06/2014,50.54,6
88898648,Test,10/06/2014,12359.32,2
204778001,Test,10/06/2014,61.22,1
226262806,Test,10/06/2014,11.18,1
63173268,Control,10/06/2014,206,3
170503165,Test,10/06/2014,5.83,1
127231542,Test,10/06/2014,515.36,2
506033265,Test,10/06/2014,25.39,1
135954875,Test,10/06/2014,0,0
36416266,Test,10/06/2014,83.48,4
164089214,Control,10/06/2014,7.88,1
570769873,Control,10/06/2014,297.72,3
72722985,Test,10/06/2014,257.9,2
424431347,Test,10/06/2014,321.85,2
288669127,Test,10/06/2014,85.04,7
62936726,Test,10/06/2014,121.64,4
167336399,Control,10/06/2014,17.52,1
136270994,Test,10/06/2014,52.7,3
184633887,Test,10/06/2014,13.79,2
97888661,Test,10/06/2014,154.15,2
182613426,Test,10/06/2014,276.24,2
169428778,Control,10/06/2014,50.65,2
435582224,Test,10/06/2014,9.25,1
160943989,Test,10/06/2014,18.16,2
291017758,Test,10/06/2014,167.66,3
103900992,Control,10/06/2014,22.38,8
179232665,Test,10/06/2014,39.07,1
103071139,Test,10/06/2014,9.85,1
125138857,Test,10/06/2014,27.25,3
223271612,Test,10/06/2014,31.49,1
160060085,Control,10/06/2014,50.63,2
173589215,Control,10/06/2014,31.49,1
23882916,Test,10/06/2014,400.58,5
600569273,Test,10/06/2014,140.04,6
63254181,Test,10/06/2014,251.89,11
84108391,Test,10/06/2014,217.09,4
518905206,Test,10/06/2014,143.29,8
140571330,Test,10/06/2014,1.93,1
55433511,Test,10/06/2014,15.72,1
64129610,Control,10/06/2014,128.78,8
528289903,Test,10/06/2014,9.82,1
96990787,Test,10/06/2014,5.91,1
176062675,Test,10/06/2014,78.03,4
114870807,Test,10/06/2014,254.01,10
54968217,Control,10/06/2014,31.18,2
371190537,Test,10/06/2014,1032.64,4
390604869,Test,10/06/2014,52.98,4
251181864,Test,10/06/2014,331.41,16
285812403,Test,10/06/2014,3.9,2
676234458,Test,10/06/2014,380.36,6
413333434,Test,10/06/2014,48.72,1
113633986,Test,10/06/2014,91.1,6
255002446,Test,10/06/2014,179.22,4
696199210,Control,10/06/2014,17.57,1
30475894,Test,10/06/2014,59.62,2
52527468,Test,10/06/2014,115.26,19
66467945,Test,10/06/2014,79,1
659051317,Control,10/06/2014,71.41,4
125891299,Test,10/06/2014,240.52,4
35257554,Test,10/06/2014,45.62,6
405279607,Test,10/06/2014,0,0
121250628,Test,10/06/2014,123.19,3
99377338,Test,10/06/2014,19.73,1
107311882,Test,10/06/2014,116.54,2
63141005,Test,10/06/2014,32.05,2
238567638,Test,10/06/2014,25.26,2
133120828,Test,10/06/2014,37.02,1
81152868,Test,10/06/2014,236.1,5
79495307,Control,10/06/2014,18.69,1
18006275,Test,10/06/2014,122.78,2
394767424,Test,10/06/2014,10.96,1
492738033,Test,10/06/2014,153.04,3
298645610,Test,10/06/2014,30.25,3
124154324,Control,10/06/2014,86,3
701027970,Test,10/06/2014,0,0
117334599,Control,10/06/2014,27.59,10
204348826,Test,10/06/2014,37.1,7
166226287,Control,10/06/2014,17.58,3
372147393,Control,10/06/2014,421.6,5
447908489,Control,10/06/2014,131.86,8
102878964,Test,10/06/2014,19.39,1
304099002,Control,10/06/2014,111.95,12
91723636,Test,10/06/2014,170.69,18
134502998,Test,10/06/2014,126.64,1
207572321,Test,10/06/2014,54.26,2
691316555,Test,10/06/2014,313.79,3
95214367,Test,10/06/2014,20.46,1
204825234,Test,10/06/2014,81.81,23
75381504,Test,10/06/2014,20.44,2
62545166,Test,10/06/2014,315.71,3
328903579,Control,10/06/2014,9.82,1
58531628,Test,10/06/2014,38.37,1
166624138,Test,10/06/2014,51.14,5
559683550,Test,10/06/2014,126.93,12
85128589,Test,10/06/2014,39.02,1
89883516,Control,10/06/2014,30.14,4
119023569,Test,10/06/2014,503.26,11
124921498,Test,10/06/2014,35.42,1
425156022,Test,10/06/2014,2324.44,3
132354685,Test,10/06/2014,203.51,1
70389449,Test,10/06/2014,78.81,4
16335100,Test,10/06/2014,16.59,1
372748094,Test,10/06/2014,48.72,1
128439103,Test,10/06/2014,329.31,1
325354563,Control,10/06/2014,13.8,1
93532179,Control,10/06/2014,97.29,3
532939200,Control,10/06/2014,48.79,1
72901808,Test,10/06/2014,29.22,1
129382097,Test,10/06/2014,0,0
59327376,Test,10/06/2014,355.77,3
439117785,Test,10/06/2014,235.2,17
137771320,Test,10/06/2014,5646.2,4
49027003,Test,10/06/2014,66.88,2
147705951,Control,10/06/2014,107.14,3
105550301,Test,10/06/2014,78.72,1
310307775,Test,10/06/2014,373.89,11
142447249,Test,10/06/2014,27.58,3
550717768,Control,10/06/2014,15.72,1
110730391,Test,10/06/2014,12.79,1
208423684,Control,10/06/2014,23.95,1
89742434,Test,10/06/2014,22.41,1
114743987,Test,10/06/2014,304.81,5
30511868,Test,10/06/2014,23.29,3
138126620,Test,10/06/2014,6.52,1
138170166,Control,10/06/2014,389.79,7
91442774,Test,10/06/2014,53.6,5
186197182,Test,10/06/2014,223.94,2
191955777,Test,10/06/2014,125.53,7
139443240,Test,10/06/2014,122.68,15
216071782,Test,10/06/2014,21.7,1
8053116,Control,10/06/2014,212.35,5
356987502,Control,10/06/2014,45.24,1
134205151,Control,10/06/2014,42.85,1
62462982,Test,10/06/2014,50.76,1
341075327,Control,10/06/2014,19.66,1
129865282,Test,10/06/2014,25.34,2
74300053,Test,10/06/2014,96.57,11
230241170,Control,10/06/2014,76.99,1
421799014,Test,10/06/2014,135.22,4
63288804,Test,10/06/2014,415.83,3
15014396,Test,10/06/2014,51.03,1
189370131,Test,10/06/2014,55.64,3
183227907,Test,10/06/2014,28.52,2
15183610,Test,10/06/2014,623.74,7
62279537,Test,10/06/2014,65.3,3
296354287,Control,10/06/2014,29.26,1
171346020,Test,10/06/2014,52.24,3
131682660,Test,10/06/2014,107.34,2
81549673,Test,10/06/2014,19.73,1
86246595,Test,10/06/2014,11.76,2
307442855,Test,10/06/2014,33.43,1
36810890,Control,10/06/2014,548.4,6
323711286,Control,10/06/2014,137.48,2
207066095,Test,10/06/2014,140.34,6
658449657,Test,10/06/2014,115.68,7
110763439,Test,10/06/2014,206.85,6
82466752,Test,10/06/2014,11.64,3
180120042,Test,10/06/2014,151.99,2
83434156,Control,10/06/2014,37.04,5
633874584,Test,10/06/2014,66.84,9
206007630,Test,10/06/2014,36.87,3
36312439,Control,10/06/2014,1371.43,2
92247741,Test,10/06/2014,12.83,3
132869430,Test,10/06/2014,527,9
203790546,Test,10/06/2014,15.57,1
20122171,Test,10/06/2014,850.29,19
97947836,Test,10/06/2014,335.58,5
384424004,Test,10/06/2014,64.48,3
221902781,Test,10/06/2014,97.43,1
162368545,Test,10/06/2014,31.36,6
89463696,Test,10/06/2014,38.97,1
62092723,Control,10/06/2014,107.67,4
172058543,Test,10/06/2014,144.1,8
148474984,Test,10/06/2014,24.68,2
85981967,Test,10/06/2014,73.43,3
100452815,Test,10/06/2014,13.82,1
201539700,Control,10/06/2014,575.71,64
166843360,Test,10/06/2014,731.87,118
130984886,Control,10/06/2014,22.53,3
551635497,Test,10/06/2014,11.77,2
418616423,Control,10/06/2014,570.07,14
352746291,Test,10/06/2014,319.74,3
452651927,Test,10/06/2014,18.7,4
365654210,Test,10/06/2014,27.02,2
122759851,Test,10/06/2014,299.1,5
188174043,Test,10/06/2014,633.93,3
132955890,Test,10/06/2014,154.1,8
55283295,Test,10/06/2014,225.79,2
85442846,Test,10/06/2014,72.32,3
593792174,Test,10/06/2014,346.69,13
181795715,Control,10/06/2014,19.56,1
243140711,Test,10/06/2014,277.99,11
113088209,Control,10/06/2014,266.71,1
13558037,Test,10/06/2014,63.06,5
91902192,Control,10/06/2014,38.23,3
59860246,Test,10/06/2014,16.95,3
193352500,Test,10/06/2014,69.28,2
101509606,Test,10/06/2014,11.73,1
206458485,Test,10/06/2014,10.75,1
80520741,Test,10/06/2014,2435.75,1
83920138,Test,10/06/2014,0,0
54827758,Control,10/06/2014,164.24,3
133224341,Test,10/06/2014,166.16,3
459518045,Test,10/06/2014,65.06,2
136501054,Test,10/06/2014,3.52,1
48328133,Test,10/06/2014,60.46,2
43496212,Test,10/06/2014,46.49,2
38341621,Test,10/06/2014,31.49,1
196519038,Test,10/06/2014,170.17,4
223521562,Test,10/06/2014,29.35,7
69711965,Test,10/06/2014,305.56,12
118181799,Test,10/06/2014,118.54,1
87987357,Test,10/06/2014,248.61,15
93083855,Test,10/06/2014,9.86,1
221182541,Test,10/06/2014,1.95,1
233704490,Test,10/06/2014,6.69,1
55357135,Test,10/06/2014,48.72,1
40062070,Test,10/06/2014,29.5,1
300525872,Test,10/06/2014,56.24,5
201985748,Test,10/06/2014,171.88,1
123161357,Test,10/06/2014,424.51,9
98463294,Test,10/06/2014,335.83,5
66692921,Test,10/06/2014,25.6,4
233914587,Control,10/06/2014,0,0
102223167,Test,10/06/2014,10.8,2
686490932,Control,10/06/2014,119.68,13
550222218,Control,10/06/2014,44.9,1
121625676,Test,10/06/2014,18511.7,1
528275650,Test,10/06/2014,157.77,5
181765067,Control,10/06/2014,13.82,3
112952093,Test,10/06/2014,48.72,1
128053392,Test,10/06/2014,85.48,3
138243098,Test,10/06/2014,63.83,4
48122478,Test,10/06/2014,183.17,1
182851716,Test,10/06/2014,5.83,1
138757289,Test,10/06/2014,59.02,7
25350455,Test,10/06/2014,50.66,1
471900977,Control,10/06/2014,71.29,9
92113697,Test,10/06/2014,172.44,9
86322406,Test,10/06/2014,39.45,2
279848691,Test,10/06/2014,18.55,1
115759741,Test,10/06/2014,115.04,6
87955889,Test,10/06/2014,74.6,2
72776552,Test,10/06/2014,39.26,2
259223865,Test,10/06/2014,0,0
54981311,Control,10/06/2014,104.71,1
10762881,Test,10/06/2014,9.74,1
88940473,Test,10/06/2014,292.72,5
36163332,Test,10/06/2014,27.46,2
42069431,Test,10/06/2014,116.92,1
414349288,Test,10/06/2014,19.54,1
170602036,Test,10/06/2014,14.62,1
75311792,Test,10/06/2014,43.87,3
158452623,Control,10/06/2014,37.32,3
177925897,Test,10/06/2014,4311.16,4
89038540,Test,10/06/2014,132.48,5
173953501,Test,10/06/2014,43.81,4
132270274,Test,10/06/2014,13.86,1
92951072,Control,10/06/2014,222.93,14
375033385,Test,10/06/2014,10.97,2
61959650,Test,10/06/2014,49.14,7
201424061,Test,10/06/2014,18.51,1
174908572,Test,10/06/2014,0,0
331180487,Test,10/06/2014,427.05,4
55175155,Test,10/06/2014,148.95,2
95967011,Test,10/06/2014,0,0
516980072,Control,10/06/2014,40.44,2
198584066,Test,10/06/2014,7.79,1
9155956,Control,10/06/2014,54.54,1
362004069,Test,10/06/2014,33.12,4
420224606,Test,10/06/2014,69.74,1
83769516,Test,10/06/2014,133.11,2
91792522,Test,10/06/2014,993.79,1
210928458,Control,10/06/2014,11.62,1
135694049,Test,10/06/2014,39.48,1
189529270,Test,10/06/2014,15.06,3
417002422,Test,10/06/2014,9.35,1
272113163,Test,10/06/2014,60.68,2
170570851,Test,10/06/2014,126.82,7
61993110,Control,10/06/2014,201.62,2
132843579,Control,10/06/2014,19.74,1
127541175,Control,10/06/2014,42.85,1
207735245,Test,10/06/2014,35.02,7
67836944,Control,10/06/2014,5.9,1
599715782,Control,10/06/2014,17.75,1
384933402,Test,10/06/2014,63.8,7
87120534,Test,10/06/2014,4.86,1
99169278,Control,10/06/2014,53.75,5
406804736,Test,10/06/2014,12.25,4
153780861,Test,10/06/2014,35.16,1
148395710,Test,10/06/2014,5.9,1
57828005,Test,10/06/2014,112.14,1
55470224,Test,10/06/2014,49.97,1
531274962,Test,10/06/2014,0,0
106989763,Test,10/06/2014,465.03,8
45783628,Control,10/06/2014,40.92,1
83054022,Control,10/06/2014,602.57,6
18359220,Test,10/06/2014,161.85,3
324420456,Test,10/06/2014,619.17,4
333984990,Test,10/06/2014,131.93,35
209749708,Test,10/06/2014,110,1
111344449,Control,10/06/2014,44.07,1
91690458,Test,10/06/2014,68.11,3
554503999,Test,10/06/2014,37.18,3
